Quote,Author
"“...But I own that I cannot see as plainly as others do, and as I should wish to do, evidence of design and beneficence on all sides of us. There seems to me too much misery in the world. I cannot persuade myself that a beneficent and omnipotent God would have designedly created the Ichneumonidæ with the express intention of their feeding within the living bodies of Caterpillars, or that a cat should play with mice... I feel most deeply that the whole subject is too profound for the human intellect. A dog might as well speculate on the mind of",Charles Darwin
"“Are we biology or God or something higher? I know my heart beats and I listen to it. The beat is biology, but what is the song? ”",James Frey
“Every single cell in the human body replaces itself over a period of seven years. That means there's not even the smallest part of you now that was part of you seven years ago.”,Steven Hall
"“We are biology. We are reminded of this at the beginning and the end, at birth and at death. In between we do what we can to forget.”",Mary Roach
"“Far from being the smartest possible biological species, we are probably better thought of as the stupidest possible biological species capable of starting a technological civilization - a niche we filled because we got there first, not because we are in any sense optimally adapted to it.”",Nick Bostrom
"“The known is finite, the unknown infinite; intellectually we stand on an islet in the midst of an illimitable ocean of inexplicability. Our business in every generation is to reclaim a little more land, to add something to the extent and the solidity of our possessions. And even a cursory glance at the history of the biological sciences during the last quarter of a century is sufficient to justify the assertion, that the most potent instrument for the extension of the realm of natural knowledge which has come into men's hands, since the publication of",Thomas Henry Huxley
"“The following proposition seems to me in a high degree probable—namely, that any animal whatever, endowed with well-marked social instincts, the parental and filial affections being here included, would inevitably acquire a moral sense or conscience, as soon as its intellectual powers had become as well, or nearly as well developed, as in man. For, firstly, the social instincts lead an animal to take pleasure in the society of its fellows, to feel a certain amount of sympathy with them, and to perform various services for them.”",Charles Darwin
"“If it could be demonstrated that any complex organ existed, which could not possibly have been formed by numerous, successive, slight modifications, my theory would absolutely break down. But I can find no such case.”",Charles Darwin
"“The complexity of the simplest known type of cell is so great that it is impossible to accept that such an object could have been thrown together suddenly by some kind of freakish, vastly improbable, event. Such an occurrence would be indistinguishable from a miracle.”",Michael Denton
"“Oh I believe in loving cats and dogs and children and parents – sometimes – but I don’t believe in romantic love. Of course, there’s the momentary rush of hormones and chemicals that encourages us to mate, but it’s biology – it’s no more inherently mystical than the nicotine in that cigarette you’re smoking”",Amy Jenkins
"“It was badly received by the generation to which it was first addressed, and the outpouring of angry nonsense to which it gave rise is sad to think upon. But the present generation will probably behave just as badly if another",Thomas Henry Huxley
"“Men write more books. Men give more lectures. Men ask more questions after lectures. Men post more e-mail to Internet discussion groups. To say this is due to patriarchy is to beg the question of the behavior's origin. If men control society, why don't they just shut up and enjoy their supposed prerogatives? The answer is obvious when you consider sexual competition: men can't be quiet because that would give other men a chance to show off verbally. Men often bully women into silence, but this is usually to make room for their own verbal display. If men were dominating public language just to maintain patriarchy, that would qualify as a puzzling example of evolutionary altruism—a costly, risky individual act that helps all of one's sexual competitors (other males) as much as oneself. The ocean of male language that confronts modern women in bookstores, television, newspapers, classrooms, parliaments, and businesses does not necessarily come from a male conspiracy to deny women their voice. It may come from an evolutionary history of sexual selection in which the male motivation to talk was vital to their reproduction.”",Geoffrey Miller
“Sleep is the single most effective thing we can do to reset our brain and body health each day -- Mother Nature's best effort yet at contra-death.”,Matthew Walker
“But there is nothing in biology yet found that indicates the inevitability of death.”,Richard P. Feynman
“These mysteries about,Jerry A. Coyne
"“See how a body will change, to give you the best chance it can.”",Rory Power
"“DNA is like a computer program but far, far more advanced than any software ever created.”",Bill Gates
"“In biology, nothing is clear, everything is too complicated, everything is a mess, and just when you think you understand something, you peel off a layer and find deeper complications beneath. Nature is anything but simple.”",Richard Preston
"“A god who is capable of sending intelligible signals to millions of people simultaneously, and of receiving messages from all of them simultaneously, cannot be, whatever else he might be, simple. Such Bandwidth!”",Richard Dawkins
“Nothing in biology makes sense except in the light of evolution.”,Theodosius Dobzhansky
"“In the abstract, it might be tempting to imagine that irreducible complexity simply requires multiple simultaneous mutations - that evolution might be far chancier than we thought, but still possible. Such an appeal to brute luck can never be refuted... Luck is metaphysical speculation; scientific explanations invoke causes.”",Michael J. Behe
"“To suppose that the eye with all its inimitable contrivances for adjusting the focus to different distances, for admitting different amounts of light, and for the correction of spherical and chromatic aberration, could have been formed by natural selection, seems, I confess, absurd in the highest degree...The difficulty of believing that a perfect and complex eye could be formed by natural selection , though insuperable by our imagination, should not be considered subversive of the theory.”",Charles Darwin
"“The conclusion of intelligent design flows naturally from the data itself—not from sacred books or sectarian beliefs. Inferring that biochemical systems were designed by an intelligent agent is a humdrum process that requires no new principles of logic or science. It comes simply from the hard work that biochemistry has done over the past forty years, combined with consideration of the way in which we reach conclusions of design every day.”",Michael J. Behe
"“Random mutations much more easily debilitate genes than improve them, and that this is true even of the helpful mutations. Let me emphasize, our experience with malaria’s effects on humans (arguably our most highly studied genetic system) shows that most helpful mutations degrade genes. What’s more, as a group the mutations are incoherent, meaning that they are not adding up to some new system. They are just small changes - mostly degradative - in pre-existing, unrelated genes. The take-home lesson is that this is certainly not the kind of process we would expect to build the astonishingly elegant machinery of the cell. If random mutation plus selective pressure substantially trashes the human genome, why should we think that it would be a constructive force in the long term? There is no reason to think so.”",Michael J. Behe
"“Every time you understand something, religion becomes less likely. Only with the discovery of the double helix and the ensuing genetic revolution have we had grounds for thinking that the powers held traditionally to be the exclusive property of the gods might one day be ours. . . .”",James D. Watson
"“Addiction is when natural biological imperatives, like the need for food, sex, relaxation or status, become prioritised to the point of destructiveness. It is exacerbated by a culture that understandably exploits this mechanic as it's a damn good way to sell Mars bars and Toyotas.”",Russell Brand
"“The fundamental claim of intelligent design is straightforward and easily intelligible: namely, there are natural systems that cannot be adequately explained in terms of undirected natural forces and that exhibit features which in any other circumstance we would attribute to intelligence.”",William A. Dembski
"“To put it bluntly but fairly, anyone today who doubts that the variety of life on this planet was produced by a process of evolution is simply ignorant—inexcusably ignorant, in a world where three out of four people have learned to read and write.”",Daniel C. Dennett
“We live our comfortable lives in the shadow of a disaster of our own making. That disaster is being brought about by the very things that allow us to live our comfortable lives.”,David Attenborough
"“Among all the occurrences possible in the universe the a priori probability of any particular one of them verges upon zero. Yet the universe exists; particular events must take place in it, the probability of which (before the event) was infinitesimal. At the present time we have no legitimate grounds for either asserting or denying that life got off to but a single start on earth, and that, as a consequence, before it appeared its chances of occurring were next to nil. ... Destiny is written concurrently with the event, not prior to it... The universe was not pregnant with life nor the biosphere with man. Our number came up in the Monte Carlo game. Is it surprising that, like the person who has just made a million at the casino, we should feel strange and a little unreal?”",Jacques Monod
“A lifetime can be spent in a Magellanic voyage around the trunk of a single tree.”,E. O. Wilson
"“Perhaps eggs are like neurons, which also are not replenished in adulthood: they know too much. Eggs must plan the party. Sperm need only to show up- wearing top hat and tails, of course. ”",Natalie Angier
“I predict we will abolish suffering throughout the living world. Our descendants will be animated by gradients of genetically pre-programmed well-being that are orders of magnitude richer than today's peak experiences.”,David Pearce
"“But just in proportion as this process of extermination has acted on an enormous scale, so must the number of intermediate varieties, which have formerly existed, be truly enormous. Why then is not every geological formation and every stratum full of such intermediate links? Geology assuredly does not reveal any such finely graduated organic chain; and this, perhaps, is the most obvious and serious objection which can be urged against the theory. The explanation lies, as I believe, in the extreme imperfection of the geological record.”",Charles Darwin
"“Obsolescence is a fate devoutly to be wished, lest science stagnate and die.”",Stephen Jay Gould
“Intelligence is the ability of a species to live in harmony with its environment.”,Paul   Watson
“We wish to discuss a structure for the salt of deoxyribose nucleic acid. (D.N.A.). This structure has novel features which are of considerable biologic interest.”,Rosalind Franklin
"“I thought the fart was a human thing. It's something to do with like, arse cheeks, or whatever.”",Karl Pilkington
"“Every day, hundreds of observations and experiments pour into the hopper of the scientific literature. Many of them don't have much to do with evolution - they're observations about the details of physiology, biochemistry, development, and so on - but many of them do. And every fact that has something to do with evolution confirms its truth. Every fossil that we find, every DNA molecule that we sequence, every organ system that we dissect, supports the idea that species evolved from common ancestors. Despite innumerable possible observations that could prove evolution untrue, we don't have a single one. We don't find mammals in Precambrian rocks, humans in the same layers as dinosaurs, or any other fossils out of evolutionary order. DNA sequencing supports the evolutionary relationships of species originally deduced from the fossil record. And, as natural selection predicts, we find no species with adaptations that only benefit a different species. We do find dead genes and vestigial organs, incomprehensible under the idea of special creation. Despite a million chances to be wrong, evolution always comes up right. That is as close as we can get to a scientific truth.”",Jerry A. Coyne
“Life is stranger than biology textbooks.”,David Rains Wallace
"“No fossil is buried with its birth certificate. That, and the scarcity of fossils, means that it is effectively impossible to link fossils into chains of cause and effect in any valid way... To take a line of fossils and claim that they represent a lineage is not a scientific hypothesis that can be tested, but an assertion that carries the same validity as a bedtime story—amusing, perhaps even instructive, but not scientific.”",Henry Gee
"“The offspring cannot rely on its parents for disinterested guidance. One expects the offspring to be preprogrammed to resist some parental manipulation while being open to other forms. When the parent imposes an arbitrary system of reinforcement (punishment and reward) in order to manipulate the offspring to act against its own best interests, selection will favor offspring that resist such schedules of reinforcement.”",Robert Trivers
"“The contrast between genetic and environmental, between nature and nurture, is not a contrast between fixed and changeable. It is a fallacy of biological determinism to say that if differences are in the genes, no change can occur.”",Richard C. Lewontin
"“If we are merely matter intricately assembled, is this really demeaning? If there's nothing here but atoms, does that make us less or does that make matter more?”",Carl Sagan
"“The most essential prediction of Darwinism is that, given an astronomical number of chances, unintelligent processes can make seemingly-designed systems, ones of the complexity of those found in the cell. ID specifically denies this, predicting that in the absence of intelligent input no such systems would develop. So Darwinism and ID make clear, opposite predictions of what we should find when we examine genetic results from a stupendous number of organisms that are under relentless pressure from natural selection. The recent genetic results are a stringent test. The results: 1) Darwinism’s prediction is falsified; 2) Design’s prediction is confirmed.”",Michael J. Behe
"“Is the conclusion that the universe was designed - and that the design extends deeply into life - science, philosophy, religion, or what? In a sense it hardly matters. By far the most important question is not what category we place it in, but whether a conclusion is true. A true philosophical or religious conclusion is no less true than a true scientific one. Although universities might divide their faculty and courses into academic categories, reality is not obliged to respect such boundaries.”",Michael J. Behe
“The controversy between Darwinism and intelligent design has the characteristics of major scientific revolutions in the past. Darwinists are losing power because they treat with contempt the very people on whom they depend the most: American taxpayers. The outcome of this scientific revolution will be decided by young people who have the courage to question dogmatism and follow the evidence wherever it leads.”,Jonathan Wells
“Everything can't be explained by some general biological phrase.”,Nella Larsen
"“There's no obvious reason to assume that the very same rare properties that allow for our existence would also provide the best overall setting to make discoveries about the world around us. We don't think this is merely coincidental. It cries out for another explanation, an explanation that... points to purpose and intelligent design in the cosmos.”",Guillermo Gonzalez
"“Whenever explaining an event, we must choose from three competing modes of explanation. These are regularity, chance, and design... To attribute an event to design is to say that it cannot reasonably be referred to either regularity or chance.”",William A. Dembski
“Teaching students the evidence for and against Darwinism is not the same as teaching intelligent design. The U.S. Congress has officially endorsed teaching students 'the full range of scientific views' about Darwinian evolution.”,Jonathan Wells
"“We're going to die, and that makes us the lucky ones.”",Richard Dawkins
"“Genetics might be adequate for explaining microevolution, but microevolutionary changes in gene frequency were not seen as able to turn a reptile into a mammal or to convert a fish into an amphibian. Microevolution looks at adaptations that concern the survival of the fittest, not the arrival of the fittest... The origin of species — Darwin’s problem — remains unsolved.”",Scott F. Gilbert
"“If Darwinists are opposed to mentioning scientific problems with their view, you would think they would be even more opposed to mentioning intelligent design. Yet Darwinists have been discussing ID in public school science classes for years... Biology textbooks have been mentioning intelligent design since the late 1990s—but only to misrepresent and disparage it.”",Jonathan Wells
"“For those scientists who take it seriously, Darwinian evolution has functioned more as a philosophical belief system than as a testable scientific hypothesis. This quasi-religious function of the theory is, I think, what lies behind many of the extreme statements that you have doubtless encountered from some scientists opposing any critical analysis of neo-Darwinism in the classroom. It is also why many scientists make public statements about the theory that they would not defend privately to other scientists like me.”",James A. Shapiro
"“The stuff of life turned out to be not a quivering, glowing, wondrous gel but a contraption of tiny jigs, springs, hinges, rods, sheets, magnets, zippers, and trapdoors, assembled by a data tape whose information is copied, downloaded and scanned.”",Steven Pinker
“I am quite sure that our views on evolution would be very different had biologists studied genetics and natural selection before and not after most of them were convinced that evolution had occurred.”,John B. Haldane
"“The idea that one can go to the fossil record and expect to empirically recover an ancestor-descendant sequence, be it of species, genera, families, or whatever, has been, and continues to be, a pernicious illusion.”",Gareth J. Nelson
“Through the discovery of,Jacques Loeb
"“We humans have cooperative, selfless and loving moral instincts, the voice or expression of which we call our conscience—which is the complete opposite of competitive, selfish and aggressive instincts. As Charles Darwin said, ""The moral sense… affords the best and highest distinction between man and the lower animals.”",Jeremy Griffith
“The ideology and philosophy of neo-Darwinism which is sold by its adepts as a scientific theoretical foundation of biology seriously hampers the development of science and hides from students the field’s real problems.”,Vladimir L. Voeikov
"“The phrase 'the fossil record' sounds impressive and authoritative. As used by some persons it becomes, as intended, intimidating, taking on the aura of esoteric truth as expounded by an elite class of specialists. But what is it, really, this fossil record? Only data in search of interpretation. All claims to the contrary that I know, and I know of several, are so much superstition.”",Gareth J. Nelson
“The same few dozen organic molecules are used over and over again in biology for the widest variety of functions.”,Carl Sagan
"“It seems that all eukaryotic cells either have, or once had (and then lost) mitochondria. In other words, possession of mitochondria is a sine qua non of the eukaryotic condition”",Nick Lane
"“Population genetics calculations suggest that in 5 million years (one million years longer than the alleged time between Ambulocetus and Rodhocetus), animals with generation lines of about ten years (typical of whales) could substitute no more than about 1,700 mutations.6 This is not nearly enough to generate the new information that whales need for aquatic life, even assuming that all the hypothetical information-adding mutations required for this could somehow arise. (And as shown in chapter 9, real science shows that this cannot occur.)”",Jonathan Sarfati
"“Life is geometry and chemistry, not biology.”",Joey Lawsin
"“Will it be possible to solve these problems? It is certain that nobody has thus far observed the transformation of dead into living matter, and for this reason we cannot form a definite plan for the solution of this problem of transformation. But we see that plants and animals during their growth continually transform dead into living matter, and that the chemical processes in living matter do not differ in principle from those in dead matter. There is, therefore, no reason to predict that abiogenesis is impossible, and I believe that it can only help science if the younger investigators realize that experimental abiogenesis is the goal of biology.”",Jacques Loeb
"“... the structure of every organic being is related, in the most essential yet often hidden manner, to that of all the other organic beings ...”",Charles Darwin
"“And you are made of a hundred trillion cells. We are, each of us, a multitude.”",Carl Sagan
"“The very comprehensibility of the world points to an intelligence behind the world. Indeed, science would be impossible if our intelligence were not adapted to the intelligibility of the world. The match between our intelligence and the intelligibility of the world is no accident. Nor can it properly be attributed to natural selection, which places a premium on survival and reproduction and has no stake in truth or conscious thought. Indeed, meat-puppet robots are just fine as the output of a Darwinian evolutionary process.”",William A. Dembski
"“The information contained in an English sentence or computer software does not derive from the chemistry of the ink or the physics of magnetism, but from a source extrinsic to physics and chemistry altogether. Indeed, in both cases, the message transcends the properties of the medium. The information in DNA also transcends the properties of its material medium.”",Stephen C. Meyer
"“Before you can ask 'Is Darwinian theory correct or not?', You have to ask the preliminary question 'Is it clear enough so that it could be correct?'. That's a very different question. One of my prevailing doctrines about Darwinian theory is 'Man, that thing is just a mess. It's like looking into a room full of smoke.' Nothing in the theory is precisely, clearly, carefully defined or delineated. It lacks all of the rigor one expects from mathematical physics, and mathematical physics lacks all the rigor one expects from mathematics. So we're talking about a gradual descent down the level of intelligibility until we reach evolutionary biology.”",David Berlinski
"“Molecular biology has shown that even the simplest of all living systems on the earth today, bacterial cells, are exceedingly complex objects. Although the tiniest bacterial cells are incredibly small, weighing less than 10-12 gms, each is in effect a veritable micro-miniaturized factory containing thousands of exquisitely designed pieces of intricate molecular machinery, made up altogether of one hundred thousand million atoms, far more complicated than any machine built by man and absolutely without parallel in the nonliving world.”",Michael Denton
"“The typical imperative from biology is not ""Thou shalt... ,"" but ""If ... then ... else.”",Steven Pinker
"“Real arms races are run by highly intelligent, bespectacled engineers in glass offices thoughtfully designing shiny weapons on modern computers. But there's no thinking in the mud and cold of nature's trenches. At best, weapons thrown together amidst the explosions and confusion of smoky battlefields are tiny variations on old ones, held together by chewing gum. If they don't work, then something else is thrown at the enemy, including the kitchen sink - there's nothing ""progressive"" about that. At its usual worst, trench warfare is fought by attrition. If the enemy can be stopped or slowed by burning your own bridges and bombing your own radio towers and oil refineries, then away they go. Darwinian trench warfare does not lead to progress - it leads back to the Stone Age.”",Michael J. Behe
"“I like to define biology as the history of the earth and all its life — past, present, and future. To understand biology is to understand that all life is linked to the earth from which it came; it is to understand that the stream of life, flowing out of the dim past into the uncertain future, is in reality a unified force, though composed of an infinite number and variety of separate lives.”",Rachel Carson
"“To grasp the reality of life as it has been revealed by molecular biology, we must magnify a cell a thousand million times until it is twenty kilometers in diameter and resembles a giant airship large enough to cover a great city like London or New York. What we would then see would be an object of unparalleled complexity and adaptive design. On the surface of the cell we would see millions of openings, like the port holes of a vast space ship, opening and closing to allow a continual stream of materials to flow in and out. If we were to enter one of these openings we would find ourselves in a world of supreme technology and bewildering complexity.”",Michael Denton
"“The secret of DNA's success is that it carries information like that of a computer program, but far more advanced. Since experience shows that intelligence is the only presently acting cause of information, we can infer that intelligence is the best explanation for the information in DNA.”",Jonathan Wells
"“When you look more generally at life on Earth, you find that it is all the same kind of life. There are not many different kinds; there's only one kind. It uses about fifty fundamental biological building blocks, organic molecules.”",Carl Sagan
"“Throughout 150 years of the science of bacteriology, there is no evidence that one species of bacteria has changed into another... Since there is no evidence for species changes between the simplest forms of unicellular life, it is not surprising that there is no evidence for evolution from prokaryotic [i.e., bacterial] to eukaryotic [i.e., plant and animal] cells, let alone throughout the whole array of higher multicellular organisms.”",Alan H. Linton
"“Constrained optimization is the art of compromise between conflicting objectives. This is what design is all about. To find fault with biological design - as Stephen Jay Gould regularly does - because it misses some idealized optimum is therefore gratuitous. Not knowing the objectives of the designer, Gould is in no position to say whether the designer has proposed a faulty compromise among those objectives.”",William A. Dembski
"“Применение противозачаточных средств иногда критикуют как «противоестественное». Да, это так — очень противоестественное. Беда в том, что противоестественно и всеобщее благосостояние. Я думаю, что большинство из нас считает всеобщее благосостояние в высшей степени желательным. Невозможно, однако, добиться противоестественного всеобщего благосостояния, если не пойти при этом также на противоестественную регуляцию рождаемости, так как это приведет к еще большим невзгодам, чем существующие в природе.”",Richard Dawkins
"“That natural selection can produce changes within a type is disputed by no one, not even the staunchest creationist. But that it can transform one species into another — that, in fact, has never been observed.”",Robert J. Sawyer
"“In science's pecking order, evolutionary biology lurks somewhere near the bottom, far closer to phrenology than to physics. For evolutionary biology is a historical science, laden with history's inevitable imponderables. We evolutionary biologists cannot generate a Cretaceous Park to observe exactly what killed the dinosaurs; and, unlike ""harder"" scientists, we usually cannot resolve issues with a simple experiment, such as adding tube A to tube B and noting the color of the mixture.”",Jerry A. Coyne
"“Even if the intelligent design of some structure has been established, it still is a separate question whether a wise, powerful, and beneficent God ought to have designed a complex, information-rich structure one way or another. For the sake of argument, let's grant that certain designed structures are not simply, as Gould put it, ""odd"" or ""funny,"" but even cruel. What of it? Philosophical theology has abundant resources for dealing with the problem of evil, maintaining a God who is both omnipotent and benevolent in the face of evil.”",William A. Dembski
"“Осьминог ничем не похож на мышь, а оба они сильно отличаются от дуба. Между тем по основному химическому составу они довольно сходны; в частности, имеющиеся у них репликаторы, т. е. гены, представлены молекулами, которые в своей основе одинаковы у всех живых существ — от бактерий до слонов. Все мы служим машинами выживания для репликаторов одного и того же типа — молекул вещества, называемого ДНК, но существует много различных способов жить в этом мире, и репликаторы создали целый спектр машин выживания, позволяющих воспользоваться этими способами. Обезьяна служит машиной для сохранения генов на деревьях, рыба — для сохранения их в воде; существует даже маленький червячок, сохраняющий гены в кружочках, подставляемых в Германии под кружки с пивом. Пути ДНК неисповедимы.”",Richard Dawkins
"“Some people with Tourette's have flinging tics- sudden, seemingly motiveless urges or compulsions to throw objects..... (I see somewhat similar flinging behaviors- though not tics- in my two year old godson, now in a stage of primal antinomianism and anarchy)”",Oliver Sacks
"“One way of emphasizing the singularity of the recent past is [..] to observe that the total number of humans ever to have lived is estimated at around (a bit less than) 100 billion. One of Walt Whitman's poems has a memorable image—thinking of all past people lined up in orderly columns behind those living—‘row upon row rise the phantoms behind us’. Actually, looking over our shoulder, we would see only around 15 rows.”",Robert M. May
"“I am absolutely convinced of the lack of true scientific evidence in favour of Darwinian dogma. Nobody in the biological sciences, medicine included, needs Darwinism at all. Darwinism is certainly needed, however, in order to pose as a philosopher, since it is primarily a worldview. And an awful one, as George Bernard Shaw used to say.”",Raul O. Leguizamon
"“I recently asked more than seventy eminent researchers if they would have done I their work differently if they had thought Darwin's theory was wrong. The responses were all the same: no. I also examined the outstanding biodiscoveries of the past century: the discovery of the double helix; the characterization of the ribosome: the mapping of genomes; research on medications and drug reactions: improvements in food production and sanitation; the development of new surgeries; and others. I even queried biologists working in areas where one would expect the Darwinian paradigm to have most benefited research, such as the emergence of resistance to antibiotics and pesticides. Here, as elsewhere, I found that Darwin's theory had provided no discernible guidance, but was brought in, after the breakthroughs, as an interesting narrative gloss.”",Philip S. Skell
"“Molecular machines display a key signature or hallmark of design, namely, irreducible complexity. In all irreducibly complex systems in which the cause of the system is known by experience or observation, intelligent design or engineering played a role in the origin of the system... We find such systems within living organisms.”",Scott A. Minnich
"“All disciplines of science are built on the causality of the relationships governing related events. Yet the theory of evolution is built upon the idea of accidental changes that resulted in complex living systems. I was unable to comprehend how the notion that an infinite number of random accidents systematically happened to produce living species, and kept improving these beings, is justified.”",T.H. Janabi
“Biology is destiny only for girls.”,Elizabeth Hardwick
"“If you allow a creek to go back to being a creek, if you let the trees and the bramble get overgrown, and you let the stream overrun its banks whenever it wants to, the wetland will take care of itself. The water that trickles into the ocean will be clean and pristine if everything is just left alone to work the way it was designed to work. Earthworms have shown that they can take care of the soil in the same way that a wetland takes care of the water. Nature regenerates. It Cleans. It hides a multitude of sins.”",Amy  Stewart
"“Humanity is a biological species, living in a biological environment, because like all species, we are exquisitely adapted in everything: from our behavior, to our genetics, to our physiology, to that particular environment in which we live. The earth is our home. Unless we preserve the rest of life, as a sacred duty, we will be endangering ourselves by destroying the home in which we evolved, and on which we completely depend.”",Edward Osborne Wilson
"“Scientists rightly resist invoking the supernatural in scientific explanations for fear of committing a god-of-the-gaps fallacy (the fallacy of using God as a stop-gap for ignorance). Yet without some restriction on the use of chance, scientists are in danger of committing a logically equivalent fallacy-one we may call the “chance-of-the-gaps fallacy.” Chance, like God, can become a stop-gap for ignorance.”",William A. Dembski
"“There were long stretches of DNA in between genes that didn't seem to be doing very much; some even referred to these as ""junk DNA,"" though a certain amount of hubris was required for anyone to call any part of the genome ""junk,"" given our level of ignorance.”",Francis S. Collins
"“The race is now on between the technoscientific and scientific forces that are destroying the living environment and those that can be harnessed to save it. . . . If the race is won, humanity can emerge in far better condition than when it entered, and with most of the diversity of life still intact.”",E.O. Wilson
"“Individual humans are not super, but the organism of which we are all tiny cellular parts is most certainly that. The life-form that's so big we forget it's there, that turns minerals on its planet into tools to touch the infinite black gap between stars or probe the obliterating pressures at the bottom of the oceans. We are already part of a superbeing, a monster, a god, a living process that is so all encompassing that it is to an individual life what water is to a fish. We are cells in the body of a three-billion-year-old life-form whose roots are in the Precambrian oceans and whose genetic wiring extends through the living structures of everything on the planet, connecting everything that has ever lived in one immense nervous system.”",Grant Morrison
"“A grain in the balance will determine which individual shall live and which shall die - which variety or species shall increase in number, and which shall decrease, or finally become extinct.”",Charles Darwin
"“Considering the way the prebiotic soup is referred to in so many discussions of the origin of life as an already established reality, it comes as something of a shock to realize that there is absolutely no positive evidence for its existence.”",Michael Denton
“The life sciences contain spiritual values which can never be explained by the materialistic attitude of present day science”,Sherwin B. Nuland
"“Many investigators feel uneasy stating in public that the origin of life is a mystery, even though behind closed doors they admit they are baffled.”",Paul Davies
“[...] the success of Egyptian surgery in setting broken bones is very fully demonstrated in the large number of well-joined fractures found in the ancient skeletons.”,James Henry Breasted
"“Healing is a biological process, not an art. It is as much a function of the living organism as respiration, digestion, circulation, excretion, cell proliferation, or nerve activity. It is a ceaseless process, as constant as the turning of the earth on its axis. Man can neither duplicate nor imitate nor provide a substitute for the process. All schools of healing are frauds.”",Herbert M. Shelton
"“Hierarchical organization in biological systems thus is characterized by an exquisite array of delicately and intricately interlocked order, steadily increasing in level and complexity and thereby giving rise neogenetically to emergent properties.”",Clifford Grobstein
